SampleID	JobID	WallTime	MemUsed	State	Log
BMT132D3	11098952	00:34:29	6.65 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT132D3.11098952.log
BMT132PRE	11122491	01:06:31	11.73 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT132PRE.11122491.log
BMT133D1	11098964	00:44:36	6.96 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT133D1.11098964.log
BMT133D15	11098960	00:46:41	6.91 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT133D15.11098960.log
BMT133D26	11098968	00:41:01	5.24 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT133D26.11098968.log
BMT133D-6	11098956	00:26:40	6.01 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT133D-6.11098956.log
BMT134D15	11098972	01:08:32	13.02 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT134D15.11098972.log
BMT134D186	11122495	00:52:14	8.56 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT134D186.11122495.log
BMT134D2	11098976	00:37:46	9.04 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT134D2.11098976.log
BMT134D8	11098980	00:59:41	5.43 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT134D8.11098980.log
BMT134pre	11098984	00:58:08	11.39 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT134pre.11098984.log
BMT138D5	11098988	00:47:35	9.28 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT138D5.11098988.log
BMT138pre	11098992	01:26:28	15.50 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT138pre.11098992.log
BMT140D13	11098996	00:19:07	3.03 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT140D13.11098996.log
BMT140D14	11099000	01:10:23	13.07 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT140D14.11099000.log
BMT140D62	11099004	00:49:32	9.56 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT140D62.11099004.log
BMT140D75	11099008	01:18:00	14.13 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT140D75.11099008.log
BMT140D87	11122499	01:21:41	9.94 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT140D87.11122499.log
BMT140pre	11099012	01:24:26	10.76 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT140pre.11099012.log
BMT141D14	11122503	01:12:06	13.02 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT141D14.11122503.log
BMT141D163	11122507	01:11:52	10.59 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT141D163.11122507.log
BMT141pre	11099016	00:49:54	6.55 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT141pre.11099016.log
BMT142D1	11122511	00:40:28	7.32 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT142D1.11122511.log
BMT142D8	11099020	00:41:42	8.69 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT142D8.11099020.log
BMT142pre	11099024	00:55:23	10.52 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT142pre.11099024.log
BMT144D207	11122515	00:46:49	6.28 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT144D207.11122515.log
