SampleID	JobID	WallTime	MemUsed	State	Log
BMT174PRE	11165903	00:03:23	459.31 MB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT174PRE.11165903.log
BMT180D0	11165906	01:15:10	5.60 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT180D0.11165906.log
BMT180D-6	11165909	01:10:44	2.45 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT180D-6.11165909.log
BMT181D3	11165912	00:39:38	2.66 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT181D3.11165912.log
BMT181PRE	11165915	01:00:36	6.62 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT181PRE.11165915.log
BMT182D-12	11165918	01:27:00	8.58 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT182D-12.11165918.log
BMT182D-13	11165921	01:25:16	6.55 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT182D-13.11165921.log
BMT183D5	11165924	01:02:13	5.17 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT183D5.11165924.log
BMT183D7	11165927	00:52:53	6.07 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT183D7.11165927.log
BMT184PRE	11165930	01:00:27	2.43 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT184PRE.11165930.log
BMT185D0	11165933	00:47:10	5.08 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT185D0.11165933.log
BMT185PRE	11165936	00:41:49	4.92 GB	COMPLETED	UNC_short/5.3_shortbred/logs/BMT185PRE.11165936.log
