SampleID	JobID	WallTime	MemUsed	Nodes	Cores	CPU_Util	State	Log
D20236D99	11147633	00:40:02	4.08 GB	1	24	00:38:42	COMPLETED	Duke_short/5.3_shortbred/logs/D20236D99.11147633.log
D20236PRE	11147636	00:46:59	4.38 GB	1	24	00:45:11	COMPLETED	Duke_short/5.3_shortbred/logs/D20236PRE.11147636.log
D20248D1	11147639	00:39:58	5.32 GB	1	24	00:38:05	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D1.11147639.log
D20248D14	11147643	01:00:04	5.47 GB	1	24	00:57:42	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D14.11147643.log
D20248D194	11147646	01:10:12	5.52 GB	1	24	01:07:28	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D194.11147646.log
D20248D21	11147649	01:13:56	6.66 GB	1	24	01:10:55	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D21.11147649.log
D20248D28	11147652	00:35:40	4.72 GB	1	24	00:34:11	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D28.11147652.log
D20248D54	11147655	00:44:08	5.48 GB	1	24	00:42:13	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D54.11147655.log
D20248D8	11147658	00:39:05	4.97 GB	1	24	00:36:56	COMPLETED	Duke_short/5.3_shortbred/logs/D20248D8.11147658.log
D20248PRE	11147661	00:50:30	4.69 GB	1	24	00:48:18	COMPLETED	Duke_short/5.3_shortbred/logs/D20248PRE.11147661.log
D20622D11	11147667	00:43:56	4.30 GB	1	24	00:42:06	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D11.11147667.log
D20622D-1	11147664	00:38:49	4.93 GB	1	24	00:36:41	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D-1.11147664.log
D20622D14	11147670	00:34:40	3.38 GB	1	24	00:33:00	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D14.11147670.log
D20622D167	11147673	00:45:12	4.70 GB	1	24	00:43:09	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D167.11147673.log
D20622D20	11147676	00:34:19	4.60 GB	1	24	00:31:56	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D20.11147676.log
D20622D25	11147679	00:31:37	4.47 GB	1	24	00:29:52	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D25.11147679.log
D20622D276	11147682	00:48:17	4.73 GB	1	24	00:45:49	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D276.11147682.log
D20622D28	11147685	00:57:48	4.74 GB	1	24	00:55:50	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D28.11147685.log
D20622D32	11147688	00:48:15	4.38 GB	1	24	00:46:11	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D32.11147688.log
D20622D64	11147691	03:17:49	14.77 GB	1	24	03:11:46	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D64.11147691.log
D20622D7	11147694	00:46:35	4.64 GB	1	24	00:44:39	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D7.11147694.log
D20622D90	11147697	00:44:22	5.64 GB	1	24	00:41:56	COMPLETED	Duke_short/5.3_shortbred/logs/D20622D90.11147697.log
D20622PRE	11147700	00:49:36	4.41 GB	1	24	00:47:48	COMPLETED	Duke_short/5.3_shortbred/logs/D20622PRE.11147700.log
D20653D103	11147703	00:51:29	4.71 GB	1	24	00:49:37	COMPLETED	Duke_short/5.3_shortbred/logs/D20653D103.11147703.log
D20653D12	11147961	00:23:47	2.72 GB	1	24	00:23:30	COMPLETED	Duke_short/5.3_shortbred/logs/D20653D12.11147961.log
D20653D22	11147964	00:03:48	634.61 MB	1	24	00:03:41	COMPLETED	Duke_short/5.3_shortbred/logs/D20653D22.11147964.log
D20653D29	11147967	00:31:21	3.36 GB	1	24	00:31:00	COMPLETED	Duke_short/5.3_shortbred/logs/D20653D29.11147967.log
D20653D7	11147706	00:48:45	4.75 GB	1	24	00:46:59	COMPLETED	Duke_short/5.3_shortbred/logs/D20653D7.11147706.log
D20653PRE	11147709	00:43:19	5.52 GB	1	24	00:41:10	COMPLETED	Duke_short/5.3_shortbred/logs/D20653PRE.11147709.log
D20726D0	11147712	00:51:07	4.92 GB	1	24	00:49:22	COMPLETED	Duke_short/5.3_shortbred/logs/D20726D0.11147712.log
D20726D174	11147715	00:54:47	5.19 GB	1	24	00:53:01	COMPLETED	Duke_short/5.3_shortbred/logs/D20726D174.11147715.log
