Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
BMT108PRE_1	14.773047477115313	46.0	137.24634491723606	151	18.181818181818183	21576666.0
BMT108PRE_2	13.769270539626802	46.0	137.2750689100902	151	18.181818181818183	21576666.0
BMT109D-6_1	14.83461495564572	44.0	127.87695408042241	151	18.181818181818183	17002051.0
BMT109D-6_2	13.499088470106997	44.0	128.20817776631773	151	18.181818181818183	17002051.0
BMT109D0_1	32.962923359454535	44.0	138.01261274248748	151	9.090909090909092	28079698.0
BMT109D0_2	30.947423292065906	44.0	137.95972168219188	151	9.090909090909092	28079698.0
BMT109D14_1	16.803476679561797	44.0	137.04673958369207	151	18.181818181818183	15882619.0
BMT109D14_2	16.517642625867836	44.0	136.95460622709643	151	18.181818181818183	15882619.0
BMT109d29_1	8.6330877334873	45.0	131.9707007292778	151	18.181818181818183	11423356.0
BMT109d29_2	8.006329584143359	45.0	131.93082155541683	151	18.181818181818183	11423356.0
BMT110D-9_1	19.893617222134964	42.0	134.09077460255799	151	18.181818181818183	15764123.0
BMT110D-9_2	18.516726481596407	42.0	134.1119783193775	151	18.181818181818183	15764123.0
BMT110D15_1	18.241610048051072	45.0	113.24727268002013	127	9.090909090909092	19931563.0
BMT110D15_2	18.416968857825808	45.0	113.4556549830036	127	18.181818181818183	19931563.0
BMT110D24_1	25.457333287410094	43.0	133.47664695584325	151	18.181818181818183	21429005.0
BMT110D24_2	24.300691171188305	43.0	133.42562452153052	151	18.181818181818183	21429005.0
BMT110D4_1	29.380283985131072	44.0	131.43226464153759	151	18.181818181818183	19174284.0
BMT110D4_2	28.818502520983046	44.0	131.41587299948202	151	18.181818181818183	19174284.0
BMT111D-8_1	15.5267441985646	43.0	121.80487820087812	147	18.181818181818183	20525969.0
BMT111D-8_2	15.455778770718311	43.0	121.78543112873258	147	18.181818181818183	20525969.0
BMT111D21_1	17.993020732568823	47.0	138.95854440736252	151	18.181818181818183	17398714.0
BMT111D21_2	16.76641541198316	47.0	138.93207486484346	151	18.181818181818183	17398714.0
BMT111D3_1	22.297559961298944	43.0	136.45974938918846	151	18.181818181818183	27164271.0
BMT111D3_2	21.45682365861282	43.0	136.43205945044502	151	18.181818181818183	27164271.0
BMT111D6_1	20.303286991760714	44.0	129.29149382665645	151	9.090909090909092	18835579.0
BMT111D6_2	20.17433745158337	44.0	129.2923068624543	151	18.181818181818183	18835579.0
BMT112D-6_1	22.669143294119735	43.0	138.31702103634348	151	18.181818181818183	29082906.0
BMT112D-6_2	21.095736306893272	42.0	138.2861335108672	151	18.181818181818183	29082906.0
BMT112D15_1	22.301416033389003	46.0	120.96900241047274	147	9.090909090909092	35633674.0
BMT112D15_2	21.006704204104125	46.0	121.07086386882251	147	18.181818181818183	35633674.0
BMT112D19_1	13.366044272271878	44.0	130.85751549277182	151	18.181818181818183	17818632.0
BMT112D19_2	12.094267859483082	44.0	130.8875733557997	151	18.181818181818183	17818632.0
BMT112D7_1	28.984212437714774	47.0	126.05859085167262	151	9.090909090909092	16050475.0
BMT112D7_2	27.595510528772223	47.0	126.02828358662282	151	18.181818181818183	16050475.0
BMT113D-12_1	22.95561891665926	51.0	135.44860780599768	151	18.181818181818183	15643689.0
BMT113D-12_2	19.137797077327917	51.0	135.38506313951908	151	18.181818181818183	15643689.0
BMT114D-36_1	36.39223238496766	43.0	137.19972795125048	151	18.181818181818183	16491162.0
BMT114D-36_2	32.75813386069946	43.0	137.17475202778311	151	18.181818181818183	16491162.0
BMT114D25_1	51.04098942451756	42.0	145.09982100530144	151	18.181818181818183	14676971.0
BMT114D25_2	45.10742052468313	42.0	145.06049225006984	151	9.090909090909092	14676971.0
BMT114D28_1	55.96699273192113	46.0	147.506197162242	151	18.181818181818183	13154892.0
BMT114D28_2	52.06853378048344	46.0	147.45257977032423	151	18.181818181818183	13154892.0
BMT115D18_1	24.151450341723333	44.0	140.74880984538146	151	9.090909090909092	23111913.0
BMT115D18_2	22.755850378039753	44.0	140.68698082240098	151	9.090909090909092	23111913.0
BMT115D4_1	42.24928729712574	43.0	144.76158002590316	151	9.090909090909092	27817468.0
BMT115D4_2	41.2285696740865	44.0	144.75346951059672	151	18.181818181818183	27817468.0
BMT115pre_1	20.196297340011952	42.0	132.1338056944163	151	18.181818181818183	21316320.0
BMT115pre_2	18.818280855944806	42.0	132.1178394300705	151	18.181818181818183	21316320.0
BMT116D-3_1	15.834011586067831	43.0	133.25171213909812	151	18.181818181818183	15121873.0
BMT116D-3_2	14.446671244226039	42.0	133.24990641040299	151	18.181818181818183	15121873.0
BMT116D1_1	15.551255021347515	47.0	138.0431146495786	151	18.181818181818183	15902553.0
BMT116D1_2	13.14595602347913	47.0	137.9343160183148	151	18.181818181818183	15902553.0
BMT118D-9_1	15.88456688136084	43.0	118.23354777081538	147	18.181818181818183	20482893.0
BMT118D-9_2	15.779190843460782	43.0	118.34397147902887	147	18.181818181818183	20482893.0
BMT118D10_1	30.054126828937953	53.0	137.78688021473968	151	18.181818181818183	14076206.0
BMT118D10_2	28.86774946882373	53.0	137.78456226059777	151	18.181818181818183	14076206.0
BMT118D4_1	12.635789960183317	44.0	135.9846690225548	151	18.181818181818183	15834085.0
BMT118D4_2	12.184331147335143	44.0	135.8845640275393	151	18.181818181818183	15834085.0
BMT119D-7_1	9.901114645861824	50.0	144.8535678281134	151	18.181818181818183	14409873.0
BMT119D-7_2	7.578434133629784	50.0	144.7384285760187	151	18.181818181818183	14409873.0
BMT119D1_1	9.994937081900602	46.0	131.8870569339255	151	18.181818181818183	25060963.0
BMT119D1_2	9.2891898674349	46.0	131.81373201819898	151	18.181818181818183	25060963.0
BMT119D9_1	31.966299478238426	44.0	138.3447779554633	151	18.181818181818183	15430508.0
BMT119D9_2	31.220358059428932	44.0	138.33415302982897	151	18.181818181818183	15430508.0
BMT120D-5_1	8.50403053513621	42.0	128.43535486500463	151	18.181818181818183	6663858.0
BMT120D-5_2	7.847643834720159	42.0	128.5557055687561	151	18.181818181818183	6663858.0
BMT120D0_1	18.502909376763355	43.0	130.57167210333995	151	18.181818181818183	27542885.0
BMT120D0_2	17.894861669095448	43.0	130.5101304020984	151	18.181818181818183	27542885.0
BMT120D23_1	29.39697234301613	45.0	127.25863102096052	151	9.090909090909092	15293324.0
BMT120D23_2	26.731012673810355	45.0	127.70214062031249	151	9.090909090909092	15293324.0
BMT120D6_1	29.2092664585479	41.0	130.6646543643935	151	18.181818181818183	21847778.0
BMT120D6_2	28.869304990621814	41.0	130.64452902258526	151	18.181818181818183	21847778.0
BMT121D-6_1	17.400743512982388	43.0	131.23480287860488	151	18.181818181818183	20285799.0
BMT121D-6_2	17.007594396215126	43.0	131.1360989034743	151	18.181818181818183	20285799.0
BMT121D0_1	23.639601033477874	42.0	128.94905991799226	151	18.181818181818183	14792752.0
BMT121D0_2	23.279220629236775	42.0	128.86161547222585	151	18.181818181818183	14792752.0
BMT121D15_1	37.0720023767826	47.0	137.15795687569252	151	9.090909090909092	30791822.0
BMT121D15_2	35.056691921195466	47.0	137.13957991833027	151	9.090909090909092	30791822.0
BMT121D22_1	20.146404188942086	44.0	123.03671035187801	147	18.181818181818183	17909417.0
BMT121D22_2	19.78260200342912	44.0	123.02216615984764	147	18.181818181818183	17909417.0
BMT121D26_1	31.796355801896198	46.0	138.6699676935072	151	9.090909090909092	15033201.0
BMT121D26_2	29.869265260484184	46.0	138.61131139003595	151	9.090909090909092	15033201.0
BMT123D-8_1	4.21303433963935	47.0	123.85758847425977	147	9.090909090909092	6040740.0
BMT123D-8_2	3.8521504657670818	47.0	123.91805705923447	147	18.181818181818183	6040740.0
BMT123D0_1	34.009304436046406	47.0	140.91313879810176	151	9.090909090909092	25176108.0
BMT123D0_2	31.640750279867376	47.0	140.89484458836927	151	9.090909090909092	25176108.0
BMT124D-13_1	12.99825101883468	46.0	127.79422435266129	151	18.181818181818183	27909114.0
BMT124D-13_2	12.391931611018975	45.0	127.88447877635959	151	18.181818181818183	27909114.0
BMT124D0_1	13.288646619003316	46.0	122.77734277381577	147	9.090909090909092	17562803.0
BMT124D0_2	13.063332470050113	46.0	122.79916799157857	147	18.181818181818183	17562803.0
BMT124D17_1	16.142808302106744	45.0	129.8976024364667	151	9.090909090909092	14099105.0
BMT124D17_2	14.904395185360556	44.0	130.1511244862706	151	9.090909090909092	14099105.0
BMT124D7_1	22.620731635420583	42.0	134.48198032676095	151	18.181818181818183	16820921.0
BMT124D7_2	21.465751751044195	42.0	134.48235533595337	151	18.181818181818183	16820921.0
BMT125D-14_1	10.751579531440257	46.0	143.1706020362056	151	18.181818181818183	13280879.0
BMT125D-14_2	8.69945423199222	46.0	143.05786055275408	151	18.181818181818183	13280879.0
BMT125D0_1	13.726677469759395	45.0	127.48902796409627	151	9.090909090909092	18778329.0
BMT125D0_2	13.123505490885307	45.0	127.48840314811824	151	9.090909090909092	18778329.0
BMT125D21_1	28.888842971436617	44.0	137.11499506583974	151	9.090909090909092	34069627.0
BMT125D21_2	27.330239063943736	44.0	137.12397526394992	151	9.090909090909092	34069627.0
BMT125D7_1	9.764223917010142	46.0	131.14804615397532	151	9.090909090909092	11314735.0
BMT125D7_2	8.650654809581667	46.0	131.29194629834458	151	9.090909090909092	11314735.0
BMT126D-12_1	48.31791995420986	43.0	139.70015666842474	151	9.090909090909092	76612119.0
BMT126D-12_2	44.93527250774595	43.0	139.63908646098145	151	9.090909090909092	76612119.0
BMT126D21_1	32.67668104392084	42.0	125.03424237898213	151	9.090909090909092	30657683.0
BMT126D21_2	31.413993511485174	42.0	125.10397064253029	151	9.090909090909092	30657683.0
BMT126D2_1	39.27995669099015	45.0	142.1147656757528	151	9.090909090909092	46796971.0
BMT126D2_2	38.2485853406208	46.0	142.1291756682286	151	9.090909090909092	46796971.0
BMT126D8_1	20.714091290818132	43.0	130.54853651807986	151	18.181818181818183	17464582.0
BMT126D8_2	19.875499975930538	43.0	130.55165419933897	151	18.181818181818183	17464582.0
BMT126d1_1	20.293382213435322	45.0	129.65757097777933	151	18.181818181818183	17063615.0
BMT126d1_2	18.92869520458548	45.0	129.6485671412535	151	18.181818181818183	17063615.0
BMT127D-13_1	28.391773637315737	45.0	135.80069231588683	151	9.090909090909092	33042720.0
BMT127D-13_2	25.974951324057855	45.0	135.8141910532789	151	9.090909090909092	33042720.0
BMT127D1_1	23.284520454541564	44.0	132.79981796129033	151	18.181818181818183	15014389.0
BMT127D1_2	21.51153517738466	43.0	132.77562969761874	151	18.181818181818183	15014389.0
BMT127D21_1	45.18807309020683	43.0	128.17717955786836	151	9.090909090909092	35754373.0
BMT127D21_2	44.63892043149359	43.0	128.17059015410507	151	9.090909090909092	35754373.0
BMT127D6_1	32.751044850218676	47.0	122.23744709577952	147	0.0	30360763.0
BMT127D6_2	30.908614084865576	47.0	122.45025824943859	147	0.0	30360763.0
BMT128D-14_1	28.3898915937081	45.0	142.35685350558427	151	9.090909090909092	36365550.0
BMT128D-14_2	26.46239460373606	45.0	142.29763946922293	151	9.090909090909092	36365550.0
BMT129D-6_1	17.22975288562	47.0	140.60543150060101	151	9.090909090909092	25398690.0
BMT129D-6_2	15.68694907206752	47.0	140.56186106448797	151	9.090909090909092	25398690.0
BMT129D0_1	20.653912292055864	46.0	135.24059579335014	151	9.090909090909092	36984300.0
BMT129D0_2	20.392715284071116	46.0	135.1966502002201	151	9.090909090909092	36984300.0
BMT129D15_1	15.63078995740021	46.0	138.25829369918523	151	9.090909090909092	21359317.0
BMT129D15_2	15.359896405126932	46.0	138.20972725860102	151	9.090909090909092	21359317.0
BMT129D23_1	16.609863237359107	45.0	136.44963079821045	151	18.181818181818183	17746122.0
BMT129D23_2	14.505786739456667	45.0	136.44055174420643	151	18.181818181818183	17746122.0
BMT129D28_1	12.443371625065012	44.0	134.49559562288164	151	18.181818181818183	17660386.0
BMT129D28_2	12.279414811883314	44.0	134.41318389077114	151	18.181818181818183	17660386.0
BMT130D-4_1	26.89086260704525	44.0	144.6745515260858	151	9.090909090909092	16493044.0
BMT130D-4_2	24.106730208726802	44.0	144.60790633918154	151	9.090909090909092	16493044.0
BMT130D0_1	18.23119671513335	45.0	132.59746015166783	151	9.090909090909092	31150049.0
BMT130D0_2	17.07528856865075	45.0	132.60977541319437	151	9.090909090909092	31150049.0
BMT130D20_1	17.317082309374854	44.0	142.80064157130963	151	9.090909090909092	16071791.0
BMT130D20_2	16.187092068835383	44.0	142.7623585946333	151	9.090909090909092	16071791.0
BMT130D25_1	19.902583323986804	44.0	125.03333263198043	147	9.090909090909092	26947917.0
BMT130D25_2	19.272129909398146	44.0	125.11504362285218	147	9.090909090909092	26947917.0
BMT130D7_1	25.12854629383841	42.0	129.7865139096199	151	9.090909090909092	23923479.0
BMT130D7_2	23.21487215625369	42.0	130.054382642257	151	9.090909090909092	23923479.0
BMT131D-6_1	17.59228871652951	47.0	141.38122676867616	151	9.090909090909092	17379821.0
BMT131D-6_2	16.27292283012899	47.0	141.31949310640195	151	9.090909090909092	17379821.0
BMT131D0_1	19.027293078586098	49.0	141.969979769474	151	9.090909090909092	32940320.0
BMT131D0_2	17.479437461607446	49.0	141.90288005702433	151	9.090909090909092	32940320.0
BMT131D14_1	14.5953638195341	47.0	130.36522090169098	151	9.090909090909092	19871464.0
BMT131D14_2	14.053029058743476	47.0	130.31251537380436	151	9.090909090909092	19871464.0
BMT131D22_1	22.216376265054677	45.0	130.2211111618022	151	9.090909090909092	17053178.0
BMT131D22_2	21.34946779897888	45.0	130.2300112037768	151	9.090909090909092	17053178.0
BMT131D267_1	33.68938158004548	41.0	143.0557632845083	151	9.090909090909092	31792765.0
BMT131D267_2	33.12971841762382	41.0	143.06509817563838	151	9.090909090909092	31792765.0
BMT131D7_1	15.654578316743013	45.0	123.9297901424605	147	9.090909090909092	20772425.0
BMT131D7_2	15.105614623680552	45.0	124.05830373680492	147	9.090909090909092	20772425.0
BMT132D3_1	18.37033196164974	41.0	132.07794353381902	151	9.090909090909092	17390551.0
BMT132D3_2	17.86151394117195	41.0	132.0779480765158	151	9.090909090909092	17390551.0
BMT132PRE_1	32.60853810396756	42.0	144.55416010435974	151	9.090909090909092	33794645.0
BMT132PRE_2	32.323643629321396	43.0	144.53618080616027	151	18.181818181818183	33794645.0
BMT133D-6_1	28.851562453115932	43.0	142.69776156761026	151	9.090909090909092	15121922.0
BMT133D-6_2	26.74680801980152	43.0	142.64403169120962	151	9.090909090909092	15121922.0
BMT133D15_1	31.793103376986835	45.0	135.70094059212354	151	9.090909090909092	22733871.0
BMT133D15_2	30.234059259287534	45.0	135.67781461414995	151	9.090909090909092	22733871.0
BMT133D1_1	38.47088133848442	45.0	142.53603769395548	151	9.090909090909092	25311220.0
BMT133D1_2	37.32119855091198	45.0	142.51763818575319	151	9.090909090909092	25311220.0
BMT133D26_1	27.589807099285593	43.0	136.08708285515203	151	9.090909090909092	19873912.0
BMT133D26_2	26.050623383341772	43.0	136.05200214230595	151	9.090909090909092	19873912.0
BMT134D15_1	26.149391788753192	50.0	138.61493496776436	151	9.090909090909092	31882573.0
BMT134D15_2	22.241948890006142	50.0	138.54383822786198	151	9.090909090909092	31882573.0
BMT134D186_1	28.295749585011365	44.0	144.90884250653352	151	9.090909090909092	27439697.0
