SampleID	Acidaminococcaceae	Acidilutibacteraceae	Actinomycetaceae	Acutalibacteraceae	Aerococcaceae	Akkermansiaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Beduinellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	Campylobacteraceae	Candidatus_Nanogingivalaceae	Candidatus_Nanoperiomorbaceae	Candidatus_Nanosynbacteraceae	Candidatus_Nanosyncoccaceae	Carnobacteriaceae	Cellulosilyticaceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Dethiosulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales_Family_XIII_Incertae_Sedis	Eubacteriales_incertae_sedis	Feifaniaceae	FGB10055	FGB1011	FGB1012	FGB10197	FGB10318	FGB1126	FGB11479	FGB11739	FGB11916	FGB1192	FGB1201	FGB12107	FGB1211	FGB1217	FGB1218	FGB1258	FGB1260	FGB1262	FGB1292	FGB1296	FGB1298	FGB1306	FGB1320	FGB1347	FGB1354	FGB1359	FGB1374	FGB1380	FGB14224	FGB1473	FGB14936	FGB15212	FGB1539	FGB1670	FGB1765	FGB1780	FGB1781	FGB2106	FGB2164	FGB2378	FGB2403	FGB2404	FGB2834	FGB28369	FGB2838	FGB28386	FGB2839	FGB2840	FGB2844	FGB2845	FGB2846	FGB2875	FGB2880	FGB2881	FGB2889	FGB2890	FGB2893	FGB28941	FGB2906	FGB2915	FGB2917	FGB2918	FGB2919	FGB2920	FGB2930	FGB2932	FGB2937	FGB2949	FGB2952	FGB2959	FGB2960	FGB2979	FGB2982	FGB2984	FGB2992	FGB2997	FGB2999	FGB3002	FGB3004	FGB3009	FGB3012	FGB3023	FGB30287	FGB30328	FGB3034	FGB3038	FGB3043	FGB3047	FGB3048	FGB3054	FGB3057	FGB3062	FGB3070	FGB31223	FGB31455	FGB3230	FGB32310	FGB36777	FGB38642	FGB39998	FGB40326	FGB41334	FGB41726	FGB42704	FGB4355	FGB4405	FGB45503	FGB4605	FGB4616	FGB48199	FGB49155	FGB49665	FGB49681	FGB52309	FGB529	FGB628	FGB629	FGB658	FGB667	FGB67123	FGB72728	FGB72924	FGB72939	FGB73062	FGB73144	FGB73178	FGB73497	FGB73902	FGB77202	FGB77220	FGB77385	FGB77988	FGB78183	FGB78699	FGB78785	FGB79291	FGB79315	FGB79330	FGB79760	FGB8179	FGB81848	FGB82250	FGB82363	FGB8271	FGB8301	FGB84092	FGB84123	FGB84435	FGB84486	FGB88346	FGB88349	FGB88367	FGB88381	FGB88483	FGB88649	FGB89158	FGB90573	FGB9115	FGB9119	FGB91940	FGB92029	FGB92040	FGB92044	FGB9272	FGB9345	FGB93743	FGB93792	FGB93799	FGB93803	FGB93863	FGB94449	FGB94475	FGB94479	FGB94545	FGB94585	FGB94588	FGB94700	FGB94728	FGB94730	FGB94733	FGB94768	FGB94810	FGB94833	FGB9491	FGB95106	FGB9512	FGB95121	FGB95179	FGB9644	FGB9718	FGB9989	Fusobacteriaceae	Gemellaceae	Hafniaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Listeriaceae	Lysobacteraceae	Maliibacteriaceae	Micrococcaceae	Monoglobaceae	Morganellaceae	Muribaculaceae	Neisseriaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Promicromonosporaceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	Rikenellaceae	Selenomonadaceae	Sirenicapillariaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Tropherymataceae	Turicibacteraceae	Unclassified	UNCLASSIFIED	Veillonellaceae	Victivallaceae	Yeguiaceae
BMT118D4	0.666246092183564	0	0.0302161657966871	0.0469750028058046	0	2.29435757570583	0.095995034326269	0.506534548794192	0	0	14.8905039746301	0.789381083858621	0	0	0.0026516050283298	0	0.2697878135687	0	0	0	0	0	0	0	0	0.989889217030271	0.0015944291673617	0.349561264192245	0	0	0	1.59984502730524	0	0	0	2.82008593213973	0.161020015151718	0.0811079185136195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571308233718262	0	0.212301709784581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579280379555071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123568260470535	0	0	0.0225299773648943	0	0	0.011368973193362	0.0115422807115535	0	0.0096878902669045	0	0.0138819322071387	0.0136739631853089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35436188244615	0	0	0	0	0	0.0060484323848831	0	0	0	0	0	0	0	0	0.0117502497333833	0	0	0	0	0	0	0	0	0	0	0.0098698631610056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737943412459385	0	0	0	0	0	0.0017070790541862	0	0	2.24181940156608	0	0	0	0	0	0	0	0.0002166343977393	0.0150690887067504	0	0	0	0	0	0	0	0	0	30.9508943546841	0.0030848738238086	0	0	0	0	0	0	0	0	0	0	0.750768168805556	11.4585645148912	0	0	0	0	0	0	0	0.0041853765643246	0	0	0	4.74918058250517	0.0740543025232257	0	0	0.0281711370820274	0	0	0	6.71341333218394	0	0	2.69124912311618	13.34624	0.497409907961409	0	0
BMT118D-9	0	0	0.0147377139213079	0.0007985953356373	0	0.0731965058138744	0.849221439945057	0.190452887620187	0	0	36.2277288710601	1.65425393798485	0.0058724990337778	0	0.0006856626619108	0	0.514206663335401	0	0	0	0	0	0	0	0	0.57412551336686	0.191170816760305	0.513609733488561	0	2.09192451501189	0	1.65563332992822	0.0139471852052224	0	0.0245144568182019	0.276918982596925	0.0936211865192667	0.309975989520581	0	0	0.0080827527909964	0	0	0	0	0	0	0	0	0	0	0	0	0.0339604683134683	0	0.0046786393400977	0	0.0090426805176717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091959462891576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0680580691593188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353721267350495	0	0	0	0	0	0	0	0	0	0	0.134648013560193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143618094501898	0	0	0	0	2.25639482105543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4233496795436	0	0	0	0	0	0	0	0	0	0	0	0.994307659205399	3.65642924386238	0	0	0	0	0	0	0	0	0	0	0	5.71843466695629	0.849842569650553	0	0	0.0430354153093476	0	4.24006530168092	0	2.26188818897027	0	0	1.11162050734857	19.3338	2.3875580549692	0	0
BMT119D1	0.179477268121338	0	0.0155371192235156	0.0514822231461285	0	5.27835745865466	0.033103052362168	0.0488627418886101	0	0	5.03846947408134	0.178287373040309	0.195673537857367	0	0.719561228964769	0	0.729773781710584	0	0	0	0	0	0	0	0.0456868348737758	0.555047533517098	0.263771490156578	0.0733369148142472	0	0.896478938602454	0	0.853754000836853	0.140210730447363	0	0.0520643300922436	1.48954319193863	0.30827699034559	0.780742381080729	0	0	0	0	0	0.800465534078514	0.0083806279448054	0	0.0023712297657927	0.0011898950810295	0	0	0	0	0.0490510706064709	0	0	0	0.0309971948806337	0.203044039042737	0	0	0.0354914029204936	0	0.0259893630647898	1.28536918058873	0.0011898950810295	0.0022171426329975	0	0	0	0	0	0	0.016872541041074	1.16816023490919	0.0875814142015365	0	0	0	0.0084063091336046	0	0.169453044093384	0.0452074526828574	0	0.0200570084521747	0.0002739326805247	0	0.027085093786889	0	0.008842889343191	0	0.286430859073738	0	0.0255527828552034	0	0	0	0.0109744280135245	0	0	0	0.0407560466243295	0.0099728616503557	0.0004793821909183	0	0	0.161645962698428	0	0	0.0084833527000022	0	0	1.710923599784	0	0	0	0	0	0.0093907547042406	0.0016007941018167	0	0.070871520689524	0	0	0.0118219072438981	0.134030124343022	0	0.035457161335428	0	2.47864561814353	0.0426050922178718	0	0	0.0568667123976939	4.27812651730344	0	0	0.0134997449121125	1.4166856593153	0	0	0	0	0	0	0	0	0.0102981567084789	0	0	0	0	0	0	0	0	0	0	0.0758964732979007	0	0.0067284714653902	0	0	0.24574329561954	0	0.006445978388599	0	0	0.0045284496249255	0.0299699473286657	0	1.67241037698147	0.0258951987058594	0	0	0.0070965685048454	0	0.142590520609422	0	0	0	0.0610185045868978	0.0098187745175605	0	0	0	0	0	0.673634702995534	0	0.018242204443698	0	0	0.0083806279448054	0	0.0026451624463175	0	0.0106919349367333	0	0.0628589897841738	0	0	0.220070667216606	0	3.8602593339554	0	0	0	0	0.0019260891599399	0	0	0	0	0	0	0	0	0.201066587505199	0	0.0094934794594373	0	0.0061292437267422	0.0030389406745719	0	0	0	0	0	0	0	0	0.0010015663631687	0	23.1726673980862	0	0	0	0	0	0.0119417527916277	0	0	0	0	0	0.701986735429851	11.5293728222865	0.0863487171391749	0	0.0048280634942494	0	0.0643656195270602	0.0224624798030331	0.912212946940097	0	0.0080382120941494	0	0	4.42713733511266	0	0	0	0.13771965513384	0	0.0357310940159528	0.01443282810515	0.960442219504994	0	0.023746539242993	1.07547682453287	14.39604	2.28565148431755	0.0181737212735668	0.0033043129588303
BMT119D-7	0.190769573115835	0	0	0.134069158749778	0	1.04685535065866	0.0014547665763506	0.0298227148151881	0	0	2.83304259058011	0.0782469266462743	0.147889441225109	0.0028385689294646	0.532134098467674	0	0.234731909410919	0	0	0	0	0	0	0	0.0585011315306858	0.265654569686274	0.180506372330239	0.187922133658465	0	1.22224342838796	0	1.15262752539284	0.0582704978051668	0.0145210541797926	0.0920228564820825	0.979838512339584	0.341595159077358	2.27752578055597	0	0	0	0	0	0	0	0	0.0079746045862147	0.0253697098070904	0	0	0	0	0.0229391851612363	0	0	0	0.0337967113164386	0.178111329796003	0	0	0.0242076706515908	0	0.0077705824444095	1.24526244830034	0	0.0072649623538486	0	0	0	0	0	0	0.0012862265461636	0.733415247150432	0	0	0	0	0.0321911457657102	0.0060053473913986	0.335616423269674	0.0876674272809352	0	0.0017031413576787	0	0	0.0294324115873867	0.0013926728810186	0.0733592657708524	0	1.10524116532659	0	0.0194530676947375	0	0	0	0.0179095958393411	0	0	0	0.0773687443837212	0.0354377589787854	0.0113808873015723	0	0	0.203880213358799	0	0	0.0121792348129843	0	0	3.03677200496453	0	0	0	0	0	0.0152395669400634	0.0035748227455445	0	0.0250769823862393	0	0	0.0153460132749183	0.465640621294964	0	0.0005588432579883	0	10.2175353079429	0.0645419610337028	0	0	0.0349143978324153	0.746747650591012	0	0	0.0145387952356018	3.26534776800968	0	0	0	0	0	0	0	0	0.0083205551744932	0	0	0	0	0	0	0	0	0	0	0.12856943144894	0	0.0159580797003341	0	0	0.109896970209805	0	0.0021289266970984	0	0	0.0005322316742746	0	0	1.52966931397689	0.176967031696313	0	0	0.0381166584059676	0	0.378132863516311	0	0	0	0.233906950315793	0.0591398095398153	0	0	0	0	0	0.368934126079265	0	0	0	0	0.0428978729465347	0	0	0	0.0884036810970151	0	0.0558311026314081	0	0	0.845041970301631	0	4.82313665544407	0	0.0040715723082008	0	0	0.0024482657016632	0	0	0	0	0	0	0	0	0.018938577076272	0.0004790085068471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0254767490864	0	0	0	0	0	0.0161000081468073	0	0	0	0	0	0.321352614399114	16.8542602640057	0.0698465367206399	0	0	0	0	0.0133501444963884	0.476143326333984	0	0	0	0	8.22029159758786	0	0	0	0	0	0.0365554454947621	0.0757631788329928	0.428144899842317	0	0.0007806064556027	1.38389105839307	11.29472	2.43714205967093	0.10812286462889	0
BMT119D9	0.318513207397576	0	0	0.0043546903302287	0	4.97663728016135	0.174754442735604	0	0	0	9.51488140672684	1.9993516965133	0	0	0.0024202721050238	0	0.199649955429288	0	0	0	0	0	0	0	0.0113185959409663	0.192722038994833	0.0026542017508625	0	0	0.058392438518976	0	0.0749564569031724	0	0	0	0.962476535921254	0.0069908974929498	0.325594077831233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162005277037393	0	0	0	0	0	0.0891092004764158	0	0	0	0	0	0	0	0	0	0.0106078097093794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047775631515525	0.242027210502381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100679720651362	0	0	0	0	0	0	0	0	0	0	0.0937877933931904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010886725825571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156912808593365	0	12.0985173801927	0	0	0	0	0	0	0.0034549609231566	0	0	0	0	0.0916284428162175	2.26015625974127	0	0	0	0	0	0	46.5058524006191	0	0	0	0	0.423979488494562	0	0	0	0.05906723557428	0	3.34423122502831	0	5.5522661602179	0	0	0.178938184478489	10.02706	0	0	0
BMT120D0	0	0	0.69722979903429	0.206391472589621	0.00509075248405	0	0	0.1724333582659	0.0555578128833344	0	9.26662644181503	0	0	0	2.71618327004641	0	0.421846348104257	0	0	0	0	0	0.0801560578312233	0	0	0.79653758958837	1.94155878640852	0	0.0003727006810286	0	0	2.04496628445392	0.0138746298982926	0.0493913107063154	1.96183709164449	0	0.0674164709160632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516698671426041	0	0	0	0.006056386066715	0	0	0	0	0	0.137086086858345	0	0	0	0	0	0	0	0	0	0	0.0063867343976267	0	0	0.0036084202299589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031086624985796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165834862117689	0.0623511298420833	0	38.889342445821	0.0093090465556921	0	0	0	0	0	0.0477141576416866	0	0	0	0	0	2.64051656132758	0	0	0	0.00574297867585	0	0	0	0	0.000271055040748	0	0	0.26842919504084	0.0007284604220104	0	0.0178388098692334	17.1119164841773	0	0	0	0.36204482973921	0	0	1.73814891926713	15.2953	2.2140961594107	0	0
BMT120D23	0	0	0	0	0	0	0	0	0	0	24.6966254376004	0	0	0	22.1231622892651	0	0.342685898367503	0	0	0	0	0	0	0	0	0	0	0.0021958448780152	0	0	0	4.99954487613655	0	24.3114055210805	1.86949371883569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260232761306763	0	0	2.92363335768011	0.0552816519671308	0	0	0	0	0	0	0	0	0	0	0	0.331907820073123	0	0	0	0	0	0	0	0	0	0	0	0.992857128355699	0	0	0.320165916736866	0.123277413399716	0	0	0	0.60008585215988	0	0	0.0925104418455413	16.18913	0	0	0
BMT120D-5	0	0	0.0692631289929248	0.289965000539441	0	0	0.0085670163126983	0.287048745227596	0	0	4.79820656552347	0	0	0	1.44704092892924	0	0.0023957904828182	0	0	0	0	0	0.0032384478250508	0	0	0.0562267242277965	2.78854315641709	0	0	0	0	1.00660376337583	0.043272932927593	0	4.14279264154283	0	0.0023792677898332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023627450968483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742868537949999	0	0	0	0.0254119018108584	0	0	0	0	0	0.538127587826949	0	0	0	0	0	0	0.0080300287906873	0	0	0	0.0199511517793312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777310091477134	0.0125076785896097	0	50.2120096072164	0	0	0	0	0	0	0	0	0	0	0	0	4.17127776424888	0	0	0	0	0	0	0	0	0	0	0	0.30684293142357	0	0	0	6.65923182853721	0	0	0	0.203774372583431	0	0	3.1570487780605	17.38654	1.5307531529375	0	0
BMT120D6	0	0	0.0437970243215092	0.0009216621581996	0	0.0131653114166368	0	0.0005511901142174	0	0	64.2966340441869	0	0	0	0.0146471995925658	0	0.354885110424443	0	0	0	0	0	0	0	0	0.732721415768761	0.625076697233143	0	0	0	0	0.519627703250883	0	0.567725817643991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048974597033748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66032016257569	0.0221650713143515	0	15.4875476550632	0.0399567653290104	0	0	0	0	0	0	0	0	0	0	0	0.582915171447263	0	0	0	0	0	0	0	0	0	0	0	0.0834465689311198	0	0	0	0.336984985567643	0	0	0	0.720577161448953	0	0	0.237544867420705	9.64096	4.012926072705	0	0
BMT121D0	0	0	0.0043287889420405	0.0033568363313536	0	0	0	0	0	0	5.93415766937529	0	0	0	0.448043154843011	0	1.00684390949827	0	0	0	0	0	0.0089095655979628	0	0	0.262013225069788	0	0.0026818692405989	0	0	0	1.46952035086885	0	0	0.385838187759052	0.407086151776012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275737555915135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.5841287586549	0	0	0	0	0	0	0	0	0	0	0	0	2.89822769165006	0	0	0	0	0	0	0	0	0	0	0	0.0001619921017811	0	0	0	0.0938924221045924	0	0	0	0.732996261437251	0	0	0.47767870990775	10.00439	0	0	0
BMT121D15	0	0	0.0624509135050518	0.0047632052673344	0	0	0	0.0424523923006694	0	0	34.4231812504405	0	0	0	16.5197762718431	0	0.0442657072385071	0	0	0	0.000876290950821	0	0.0273558947320684	0	0	0.634200392397718	0.566483057039712	0.0035051638032843	0	0.141325775226978	0	2.61340328052948	0	0	2.00651540212369	0	0.0127886421931712	0.20100899751112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232650909368986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131391585734997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009890808751842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041558749053792	0	7.12690900762007	0.0026896058886588	0	0	0	0	0	0	0	0	0	0	0	7.78798810660832	0	0	0	0	0.105206970986699	0	0	0	0	0	0	1.16664692072385	0	0	0	0.131521727955416	0	0	0	10.530665992754	0	0	2.23632053493952	13.23852	0	0	0
BMT121D22	0	0	0.0532710542623678	0.0163891610110759	0	0	0	0.0006280976371132	0	0	21.578252449851	0	0	0	16.2229077538496	0	0.26535868972762	0	0	0	0	0	0.0155935706707324	0	0	1.72916116960803	0.273800321970422	0	0	0.125644651328141	0	1.17090798974174	0	0	0.929031777006999	0.27206677249199	0	0.151329657368494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0237169667773975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0242780673332187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3561017219461	0	0	0	0	0	0	0	0	0	0	0	0	0.380049318264505	0	0	0	0	0	0	0	0	0	0	0	0.110871794903237	0	0	0	0.154570641175998	0	0	0	3.32675682082873	0	0	1.14368205083167	16.25365	0.421972741883026	0	0
BMT121D26	0	0	0.10855774589989	0.0232107587271718	0	0	0	0.0038307328732016	0	0	2.76785250647648	0	0	0	25.9325205522149	0	0.235407241269317	0	0	0	0	0	0.0581574899840615	0	0	1.20002930979687	0.0467784721084375	0	0	0.0334405567408353	0	2.90126648499681	0	0	2.65259968425956	0.516905163972111	0.0009228583739985	0.0634160414736383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0710252699535889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0543093446887089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6198490529809	0	0	0	0	0	0	0	0	0	0	0	0	0.311534350913125	0	0	0	0	0.0566251968347809	0	0	0	0	0	0	0	0	0	0	1.07118609209117	0	0	0	0.336077159934842	0	0	0.995511705423281	12.93789	0.0010969825955077	0	0
BMT121D-6	0.241815752712175	0	0.0039011912187114	0	0	0	0.0084664149852887	0	0	0	1.73002059776843	0	0	0	3.84614292049342	0	0.526445003947996	0	0	0	0	0	0	0	0	2.30332139837521	1.85514093060004	2.21188411653409	0	0.0038596891844698	0	1.29375951422746	0.122547206708631	0.0065739222238712	4.2754648639092	0.061057792776259	0.0306866041182476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0790115727891802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019339947956591	0	0	0	0	0	0	0.004482219698094	0.0022992126969852	0.0070636462279223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103340065261613	0	0.923652673267613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096118711303572	0	0	0	0	0	0	0	0	0	0	44.3153160359341	0.965893443718725	0	0	0	0	0	0	0	0	0	0	0	7.96484630066521	0	0	0	0.0098774841495035	0.456356368520762	0	7.5295065622844	0.0006806333615624	0	0	0	0	0	0	0	0.157674528490731	0	0.0275490503295818	0	0.303670384545873	0	0.0200039805044568	1.68342211372195	16.99593	0.0097695788604753	0	0
