SampleID	Actinomycetota	Bacteroidota	Campylobacterota	Candidatus_Melainabacteria	Candidatus_Saccharibacteria	Chloroflexota	Firmicutes	Fusobacteriota	Mycoplasmatota	Pseudomonadota	Synergistota	Thermodesulfobacteriota	Unclassified	UNCLASSIFIED	Verrucomicrobiota
D20653D103	0.355790913373608	1.5774783673508	0	0	0	0	82.1827524209771	0	0	1.15739894760986	0	0.490328506674603	0	14.23625	0
D20653D12	7.9825411891155	31.2990637016402	0	0	0	0	40.4119472518946	0.0021616352213898	0	0.662472890897331	0	0	0	19.64181	0
D20653D22	1.57125847670863	0.466139758584964	0.0012435982768004	0	0	0	67.2928354114493	0	0	0.470052202601864	0	0	0	30.13493	0.0635422827387627
D20653D29	0.310054904334013	1.09981395814882	0	0	0	0	94.4593818660749	0	0	0.0021292476493999	0	0	0	4.08794	0.0406667118624126
D20653D7	0.730498891295878	0.0137283060584951	0.0019636152938157	0	0	0	84.2393681206659	0.0030346781813515	0	0.0019041118000637	0	0	0	14.99501	0.014501851477271
D20653PRE	0.164209567281919	0.004919451772355	0	0	0	0	96.0974277337239	0	0	0	0	0	0	3.72893	0.0045247403777042
D20726D0	0.202429295510504	0.0228047849101419	0.0045079225985164	0	0.0017383492373364	0	73.333971462727	0.0468985999750883	0.0029905499591465	0.0435323897993988	0	0	0	26.34113	0
D20726D174	0.227204433929241	0.0318515924480888	0	0	0	0	15.1993994081549	0	0	51.8952964430943	0	0	0	32.64624	0
D20726D28	0.13386010481045	0.0197100898175982	0	0	0	0	84.108450971045	0	0	0.813628422677747	0	0	0	14.89599	0.0283651681183311
D20726D366	0.760707227068123	0.0232929365912247	0	0	0	0	93.6957901716906	0	0	0.0466047797868254	0	0	0	5.46698	0.0066362181359739
D20726D62	0.0402141550951615	0.0071566181043946	0	0	0	0	79.8354859766059	0	0	1.70110445842885	0	0	0	18.3966	0.0194460900145636
D20726D97	0.103222448659091	0.0175904326234895	0	0	0	0	58.2868382607714	0	0	10.4394363900254	0	0	0	31.15291	0
D20726PRE	2.60215191285759	0.0362328032466266	0	0	0	0	83.5533052417312	0	0	0.769838353186548	0	0	0	13.02736	0.0111064065640763
